"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
record_id,mothers_details,,text,"Record ID",,,,,,,,,,,,,
document_source,mothers_details,,radio,"Document source","1, MAR | 2, Free Text | 3, Both MAR and Freetext",,,,,,,y,,,,,
hosp_id,mothers_details,,radio,"Hospital ID","72, Pumwani Maternity Hospital | 54, Mbagathi County Hospital | 53, Mama Lucy Kibaki Hospital",,,,,,,y,,,,,
user_name,mothers_details,,text,"User name",,,,,,y,,y,,,,," @HIDDEN @DEFAULT='[user-name]'"
user_dag_name,mothers_details,,text,"User dag name",,,,,,y,,y,,,,," @HIDDEN @DEFAULT='[user-dag-name]'"
user_dag_id,mothers_details,,text,"User dag id",,,,,,y,,y,,,,," @DEFAULT='[user-dag-id]' @HIDDEN"
user_dag_label,mothers_details,,text,"User dag label",,,,,,y,,y,,,,," @HIDDEN @DEFAULT='[user-dag-label]'"
user_role_id,mothers_details,,text,"User role id",,,,,,y,,y,,,,," @DEFAULT='[user-role-id]' @HIDDEN"
user_role_name,mothers_details,,text,"User role name",,,,,,y,,y,,,,," @HIDDEN @DEFAULT='[user-role-name]'"
user_role_label,mothers_details,,text,"User role label",,,,,,y,,y,,,,," @HIDDEN @DEFAULT='[user-role-label]'"
data_entry_start_time,mothers_details,,text,"Data entry start time",,,datetime_dmy,,,,,y,,,,," @NOTPAST @NOTFUTURE"
datetime_entry,mothers_details,,text,"Datetime of data entry",,,datetime_seconds_dmy,,,,,y,,,,," @HIDEBUTTON @HIDDEN @NOW"
admission_type,mothers_details,,radio,"What is the type of admission?","1, New admission | 2, Readmission from home | 3, Readmission from other facility | 4, Admitted from ANC",,,,,,,y,,,,,
id_doc_type,mothers_details,,radio,"Identification Document Type","1, National ID | 2, Passport | 3, Birth Certificate | 4, None",,,,,,,y,,,,," @HIDDEN"
id_no,mothers_details,,text,"Identification Document No.",,,,,,y,"[id_doc_type] = '1' or [id_doc_type] = '2' or [id_doc_type] = '3'",y,,,,," @HIDDEN"
mfl_code,mothers_details,,text,"MFL Code",,,,,,y,,y,,,,," @HIDDEN"
mother_name,mothers_details,,text,"Mother's Name",,,,,,y,,y,,,,," @HIDDEN"
mother_age,mothers_details,,text,"Mother's age",,,integer,10,60,,,y,,,,,
mother_dob,mothers_details,,text,"Mother's date of birth",,,date_dmy,1965-01-01,,y,,y,,,,," @HIDDEN @PAST @HIDEBUTTON"
mother_ip_no,mothers_details,,text,"Mother's IP No.",,,,,,y,,y,,,,,
is_consented,mothers_details,,yesno,"Consented to study?",,,,,,,,y,,,,,
study_id,mothers_details,,text,"Study ID",,,,,,,"[is_consented] = '1'",y,,,,,
mother_county,mothers_details,,dropdown,County,"47, Nairobi | 1, Mombasa | 2, Kwale | 3, Kilifi | 4, Tana River | 5, Lamu | 6, Taita-Taveta | 7, Garissa | 8, Wajir | 9, Mandera | 10, Marsabit | 11, Isiolo | 12, Meru | 13, Tharaka-Nithi | 14, Embu | 15, Kitui | 16, Machakos | 17, Makueni | 18, Nyandarua | 19, Nyeri | 20, Kirinyaga | 21, Murang'a | 22, Kiambu | 23, Turkana | 24, West Pokot | 25, Samburu | 26, Trans-Nzoia | 27, Uasin Gishu | 28, Elgeyo-Marakwet | 29, Nandi | 30, Baringo | 31, Laikipia | 32, Nakuru | 33, Narok | 34, Kajiado | 35, Kericho | 36, Bomet | 37, Kakamega | 38, Vihiga | 39, Bungoma | 40, Busia | 41, Siaya | 42, Kisumu | 43, Homa Bay | 44, Migori | 45, Kisii | 46, Nyamira",,autocomplete,,,y,,y,,,,,
mother_subcounty,mothers_details,,dropdown,Sub-county,"1, STAREHE  SUB COUNTY | 2, DAGORETTI NORTH SUB COUNTY | 3, DAGORETTI SOUTH SUB COUNTY | 4, EMBAKASI CENTRAL SUB COUNTY | 5, EMBAKASI EAST SUB COUNTY | 6, EMBAKASI NORTH SUB COUNTY | 7, EMBAKASI SOUTH SUB COUNTY | 8, EMBAKASI WEST SUB COUNTY | 9, KAMUKUNJI  SUB COUNTY | 10, KASARANI  SUB COUNTY | 11, KIBRA  SUB COUNTY | 12, LANGATA  SUB COUNTY | 13, MAKADARA  SUB COUNTY | 14, MATHARE  SUB COUNTY | 15, ROYSAMBU  SUB COUNTY | 16, RUARAKA  SUB COUNTY | 17, WESTLANDS  SUB COUNTY | 18, AINABKOI SUB COUNTY | 19, AINAMOI | 20, AINAMOI SUB COUNTY | 21, ALDAI SUB COUNTY | 22, ALEGO USONGA SUB COUNTY | 23, ATHI RIVER SUB COUNTY | 24, AWENDO SUB COUNTY | 25, BALAMBALA SUB COUNTY | 26, BANISSA | 27, BARINGO CENTRAL SUB COUNTY | 28, BARINGO NORTH SUB COUNTY | 29, BELGUT SUB COUNTY | 30, BOBASI SUB COUNTY | 31, BOMACHOGE BORABU SUB COUNTY | 32, BOMACHOGE CHACHE SUB COUNTY | 33, BOMET CENTRAL SUB COUNTY | 34, BOMET EAST SUB COUNTY | 35, BONCHARI  SUB COUNTY | 36, BONDO SUB COUNTY | 37, BORABU SUB COUNTY | 38, BUMULA SUB COUNTY | 39, BUNYALA SUB COUNTY | 40, BURA SUB COUNTY | 41, BURETI SUB COUNTY | 42, BUTERE SUB COUNTY | 43, BUTULA SUB COUNTY | 44, BUURI SUB COUNTY | 45, CHANGAMWE SUB COUNTY | 46, CHEPALUNGU SUB COUNTY | 47, CHEPTAIS SUB COUNTY | 48, CHERANGANY SUB COUNTY | 49, CHESUMEI SUB COUNTY | 50, CHUKA SUB COUNTY | 51, DADAAB SUB COUNTY | 52, ELDAS SUB COUNTY | 53, EMGWEN SUB COUNTY | 54, EMUHAYA SUB COUNTY | 55, ENDEBESS SUB COUNTY | 56, FAFI SUB COUNTY | 57, GALOLE SUB COUNTY | 58, GANZE SUB COUNTY | 59, GARBATULLA SUB COUNTY | 60, GARISSA SUB COUNTY | 61, GARSEN SUB COUNTY | 62, GATANGA SUB COUNTY | 63, GATUNDU NORTH SUB COUNTY | 64, GATUNDU SOUTH SUB COUNTY | 65, GEM SUB COUNTY | 66, GILGIL SUB COUNTY | 67, GITHUNGURI SUB COUNTY | 68, HAMISI SUB COUNTY | 69, HOMA BAY TOWN SUB COUNTY | 70, HULUGHO SUB COUNTY | 71, IGAMBANG'OMBE SUB COUNTY | 72, IGEMBE CENTRAL SUB COUNTY | 73, IGEMBE NORTH SUB COUNTY | 74, IGEMBE SOUTH SUB COUNTY | 75, IJARA SUB COUNTY | 76, IKOLOMANI SUB COUNTY | 77, IMENTI CENTRAL SUB COUNTY | 78, IMENTI NORTH SUB COUNTY | 79, IMENTI SOUTH SUB COUNTY | 80, ISIOLO SUB COUNTY | 81, JOMVU  SUB COUNTY | 82, JUJA SUB COUNTY | 83, KABETE SUB COUNTY | 84, KABONDO KASIPUL SUB COUNTY | 85, KABUCHAI SUB COUNTY | 86, KAITI  SUB COUNTY | 87, KAJIADO CENTRAL SUB COUNTY | 88, KAJIADO EAST SUB COUNTY | 89, KAJIADO NORTH SUB COUNTY | 90, KAJIADO WEST SUB COUNTY | 91, KALOLENI SUB COUNTY | 92, KANDARA SUB COUNTY | 93, KANDUYI SUB COUNTY | 94, KANGEMA SUB COUNTY | 95, KANGUNDO SUB COUNTY | 96, KAPSERET SUB COUNTY | 97, KARACHUONYO SUB COUNTY | 98, KASIPUL SUB COUNTY | 99, KATHIANI SUB COUNTY | 100, KEIYO NORTH SUB COUNTY | 101, KEIYO SOUTH SUB COUNTY | 102, KESSES SUB COUNTY | 103, KHWISERO SUB COUNTY | 104, KIAMBAA SUB COUNTY | 105, KIAMBU TOWN SUB COUNTY | 106, KIBISH SUB COUNTY | 107, KIBWEZI EAST  SUB COUNTY | 108, KIBWEZI WEST  SUB COUNTY | 109, KIENI EAST SUB COUNTY | 110, KIENI WEST SUB COUNTY | 111, KIGUMO SUB COUNTY | 112, KIHARU SUB COUNTY | 113, KIKUYU SUB COUNTY | 114, KILIFI NORTH SUB COUNTY | 115, KILIFI SOUTH SUB COUNTY | 116, KILOME SUB COUNTY | 117, KIMILILI SUB COUNTY | 118, KIMININI  SUB COUNTY | 119, KINANGO SUB COUNTY | 120, KINANGOP SUB COUNTY | 121, KIPIPIRI SUB COUNTY | 122, KIPKELION EAST SUB COUNTY | 123, KIPKELION WEST SUB COUNTY | 124, KIRINYAGA CENTRAL SUB COUNTY | 125, KIRINYAGA EAST SUB COUNTY | 126, KIRINYAGA NORTH/MWEA WEST SUB COUNTY | 127, KIRINYAGA SOUTH SUB COUNTY | 128, KIRINYAGA WEST SUB COUNTY | 129, KISAUNI  SUB COUNTY | 130, KISUMU CENTRAL SUB COUNTY | 131, KISUMU EAST SUB COUNTY | 132, KISUMU WEST SUB COUNTY | 133, KITUI CENTRAL  SUB COUNTY | 134, KITUI EAST SUB COUNTY | 135, KITUI RURAL SUB COUNTY | 136, KITUI SOUTH SUB COUNTY | 137, KITUI WEST  SUB COUNTY | 138, KITUTU CHACHE NORTH SUB COUNTY | 139, KITUTU CHACHE SOUTH SUB COUNTY | 140, KOIBATEK SUB COUNTY | 141, KONOIN SUB COUNTY | 142, KURESOI NORTH  SUB COUNTY | 143, KURESOI SOUTH  SUB COUNTY | 144, KURIA EAST SUB COUNTY | 145, KURIA WEST SUB COUNTY | 146, KWANZA  SUB COUNTY | 147, LAFEY | 148, LAGDERA SUB COUNTY | 149, LAIKIPIA EAST SUB COUNTY | 150, LAIKIPIA NORTH SUB COUNTY | 151, LAIKIPIA WEST SUB COUNTY | 152, LAISAMIS | 153, LAMU EAST | 154, LAMU WEST | 155, LARI SUB COUNTY | 156, LIKONI  SUB COUNTY | 157, LIKUYANI SUB COUNTY | 158, LIMURU SUB COUNTY | 159, LOIMA SUB COUNTY | 160, LOITOKITOK SUB COUNTY | 161, LUANDA SUB COUNTY | 162, LUGARI SUB COUNTY | 163, LUNGA LUNGA SUB COUNTY | 164, LURAMBI SUB COUNTY | 165, MACHAKOS SUB COUNTY | 166, MAGARINI SUB COUNTY | 167, MAKUENI  SUB COUNTY | 168, MALAVA SUB COUNTY | 169, MALINDI SUB COUNTY | 170, MANDERA EAST | 171, MANDERA NORTH | 172, MANDERA SOUTH | 173, MANDERA WEST | 174, MANGA SUB COUNTY | 175, MANYATTA  SUB COUNTY | 176, MARAKWET EAST SUB-COUNTY | 177, MARAKWET WEST SUB COUNTY | 178, MARIGAT SUB COUNTY | 179, MASABA NORTH SUB COUNTY | 180, MASINGA SUB COUNTY | 181, MATAYOS SUB COUNTY | 182, MATHIOYA SUB COUNTY | 183, MATHIRA EAST SUB COUNTY | 184, MATHIRA WEST SUB COUNTY | 185, MATUGA SUB COUNTY | 186, MATUNGU SUB COUNTY | 187, MATUNGULU SUB COUNTY | 188, MBEERE NORTH  SUB COUNTY | 189, MBEERE SOUTH  SUB COUNTY | 190, MBITA SUB COUNTY | 191, MBOONI  SUB COUNTY | 192, MERTI SUB COUNTY | 193, MOGOTIO SUB COUNTY | 194, MOIBEN SUB COUNTY | 195, MOLO  SUB COUNTY | 196, MOSOP SUB COUNTY | 197, MOYALE | 198, MSAMBWENI SUB COUNTY | 199, MT ELGON SUB COUNTY | 200, MUHORONI SUB COUNTY | 201, MUKURWEINI SUB COUNTY | 202, MUMIAS EAST SUB COUNTY | 203, MUMIAS WEST  SUB COUNTY | 204, MURANGA SOUTH SUB COUNTY | 205, MUTHAMBI SUB COUNTY | 206, MVITA  SUB COUNTY | 207, MWALA SUB COUNTY | 208, MWATATE SUB COUNTY | 209, MWIMBI SUB COUNTY | 210, MWINGI CENTRAL SUB- COUNTY | 211, MWINGI NORTH SUB COUNTY | 212, MWINGI WEST SUB COUNTY | 213, NAIVASHA  SUB COUNTY | 214, NAKURU EAST  SUB COUNTY | 215, NAKURU NORTH  SUB COUNTY | 216, NAKURU WEST  SUB COUNTY | 217, NAMBALE SUB COUNTY | 218, NANDI EAST SUB COUNTY | 219, NAROK EAST SUB COUNTY | 220, NAROK NORTH SUB COUNTY | 221, NAROK SOUTH SUB COUNTY | 222, NAROK WEST SUB COUNTY | 223, NAVAKHOLO SUB COUNTY | 224, NDARAGWA SUB COUNTY | 225, NDHIWA SUB COUNTY | 226, NJORO  SUB COUNTY | 227, NORTH HORR | 228, NYAKACH SUB COUNTY | 229, NYALI  SUB COUNTY | 230, NYAMIRA NORTH SUB COUNTY | 231, NYAMIRA SUB COUNTY | 232, NYANDO SUB COUNTY | 233, NYARIBARI CHACHE  SUB COUNTY | 234, NYARIBARI MASABA SUB COUNTY | 235, NYATIKE SUB COUNTY | 236, NYERI CENTRAL SUB COUNTY | 237, NYERI SOUTH SUB COUNTY | 238, OLJOROOROK SUB COUNTY | 239, OLKALOU SUB COUNTY | 240, POKOT CENTRAL SUB COUNTY | 241, POKOT NORTH SUB COUNTY | 242, POKOT SOUTH SUB COUNTY | 243, RABAI SUB COUNTY | 244, RANGWE SUB COUNTY | 245, RARIEDA SUB COUNTY | 246, RONGAI  SUB COUNTY | 247, RONGO SUB COUNTY | 248, RUIRU SUB COUNTY | 249, RUNYENJES  SUB COUNTY | 250, SABATIA SUB COUNTY | 251, SABOTI  SUB COUNTY | 252, SAKU | 253, SAMBURU CENTRAL SUB COUNTY | 254, SAMBURU EAST SUB COUNTY | 255, SAMBURU NORTH SUB COUNTY | 256, SAMIA SUB COUNTY | 257, SEME SUB COUNTY | 258, SHINYALU SUB COUNTY | 259, SIGOWET/SOIN SUB COUNTY | 260, SIRISIA SUB COUNTY | 261, SOTIK SUB COUNTY | 262, SOUTH MUGIRANGO SUB COUNTY | 263, SOY SUB COUNTY | 264, SUBA SUB COUNTY | 265, SUBUKIA  SUB COUNTY | 266, SUNA EAST SUB COUNTY | 267, SUNA WEST SUB COUNTY | 268, TARBAJ SUB COUNTY | 269, TAVETA SUB COUNTY | 270, TESO NORTH SUB COUNTY | 271, TESO SOUTH SUB COUNTY | 272, TETU SUB COUNTY | 273, THARAKA NORTH SUB COUNTY | 274, THARAKA SOUTH SUB COUNTY | 275, THIKA TOWN SUB COUNTY | 276, TIATY SUB COUNTY | 277, TIGANIA EAST SUB COUNTY | 278, TIGANIA WEST SUB COUNTY | 279, TINDERET SUB COUNTY | 280, TONGAREN SUB COUNTY | 281, TRANSMARA EAST SUB COUNTY | 282, TRANSMARA WEST SUB COUNTY | 283, TURBO SUB COUNTY | 284, TURKANA CENTRAL SUB COUNTY | 285, TURKANA EAST SUB COUNTY | 286, TURKANA NORTH SUB COUNTY | 287, TURKANA SOUTH SUB COUNTY | 288, TURKANA WEST SUB COUNTY | 289, UGENYA SUB COUNTY | 290, UGUNJA SUB COUNTY | 291, URIRI SUB COUNTY | 292, VIHIGA SUB COUNTY | 293, VOI SUB COUNTY | 294, WAJIR EAST SUB COUNTY | 295, WAJIR NORTH SUB COUNTY | 296, WAJIR SOUTH SUB COUNTY | 297, WAJIR WEST SUB COUNTY | 298, WEBUYE  EAST SUB COUNTY | 299, WEBUYE WEST SUB COUNTY | 300, WEST POKOT SUB COUNTY | 301, WUNDANYI SUB COUNTY | 302, YATTA SUB COUNTY",,autocomplete,,,y,,y,,,,,
admission_date,mothers_details,,text,"Admission Date",,,date_dmy,[mother_dob],,,,y,,,,," @HIDEBUTTON @NOTFUTURE"
admission_time,mothers_details,,text,"Admission Time",,,time,,,,,y,,,,," @HIDEBUTTON"
admission_time_unit,mothers_details,,radio,AM/PM?,"1, AM | 2, PM",,,,,,"[admission_time] <> 'NI'",y,,,,,
mother_residence,mothers_details,,text,"Residence (Note nearest landmark)",,,,,,y,,y,,,,,
mother_mobile,mothers_details,,text,"Mother's mobile number",,,,,,y,,y,,,,," @HIDDEN"
next_of_kin_name_1,mothers_details,,text,"Next of kin's name (#1)",,,,,,y,,y,,,,," @HIDDEN"
relationship_to_kin_1,mothers_details,,dropdown,"Relationship to next of kin (#1)","1, Husband | 2, Mother | 3, Father | 4, Sister | 5, Brother | 6, Child | 7, Guardian | 8, Friend | 9, Neighbor | 10, Grandfather | 11, Grandmother | 12, Aunt | 13, Uncle | 14, Cousin | 15, In-law | 16, Niece | 17, Nephew",,,,,,,y,,,,," @HIDDEN"
next_of_kin_mobile_1,mothers_details,,text,"Next of Kin's mobile number (#1)",,,,,,y,,y,,,,," @HIDDEN"
id_doc_type_kin_1,mothers_details,,radio,"Next of Kin #1 Identification Document Type","1, National ID | 2, Passport",,,,,,,y,,,,," @HIDDEN"
id_no_kin_1,mothers_details,,text,"Next of Kin #1 Identification Document No.",,,,,,y,,y,,,,," @HIDDEN"
relationship_to_kin_oth_1,mothers_details,,text,"Please specify relationship (#1)",,,,,,,"[relationship_to_kin_1] = 'OTH'",y,,,,," @HIDDEN"
next_of_kin_name_2,mothers_details,,text,"Next of kin's name (#2)",,,,,,y,,y,,,,," @HIDDEN"
next_of_kin_mobile_2,mothers_details,,text,"Next of Kin's mobile number(#2)",,,,,,y,,y,,,,," @HIDDEN"
id_doc_type_kin_2,mothers_details,,radio,"Next of Kin #2 Identification Document Type","1, National ID | 2, Passport",,,,,,,y,,,,," @HIDDEN"
id_no_kin_2,mothers_details,,text,"Next of Kin #2 Identification Document No.",,,,,,y,,y,,,,," @HIDDEN"
relationship_to_kin_2,mothers_details,,dropdown,"Relationship to next of kin (#2)","1, Husband | 2, Mother | 3, Father | 4, Sister | 5, Brother | 6, Child | 7, Guardian | 8, Friend | 9, Neighbor | 10, Grandfather | 11, Grandmother | 12, Aunt | 13, Uncle | 14, Cousin | 15, In-law | 16, Niece | 17, Nephew",,,,,,,y,,,,," @HIDDEN"
relationship_to_kin_oth_2,mothers_details,,text,"Please specify relationship (#2)",,,,,,,"[relationship_to_kin_2] = 'OTH'",y,,,,," @HIDDEN"
marriage_status,mothers_details,,dropdown,"Marriage status","1, Single | 2, Married | 3, Divorced | 4, Widowed",,,,,,,y,,,,,
marriage_status_other,mothers_details,,text,"Please specify marriage status",,,,,,,"[marriage_status] = 'OTH'",y,,,,,
education_level,mothers_details,,radio,"Education level","0, None | 1, Primary(KCPE,KPSEA) | 2, Secondary(KCSE,KCBE) | 3, Tertiary(TVET,Undergraguate,Dip, Postgraduate)",,,,,,,y,,,,,
education_level_other,mothers_details,,text,"Please specify education level",,,,,,,"[education_level] = 'OTH'",y,,,,,
nationality,mothers_details,,dropdown,Nationality,"KE, Kenya | AF, Afghanistan | AL, Albania | DZ, Algeria | AS, American Samoa | AD, Andorra | AO, Angola | AI, Anguilla | AQ, Antarctica | AG, Antigua And Barbuda | AR, Argentina | AM, Armenia | AW, Aruba | AU, Australia | AT, Austria | AZ, Azerbaijan | BS, Bahamas | BH, Bahrain | BD, Bangladesh | BB, Barbados | BY, Belarus | BE, Belgium | BZ, Belize | BJ, Benin | BM, Bermuda | BT, Bhutan | BO, Bolivia | BA, Bosnia And Herzegovina | BW, Botswana | BV, Bouvet Island | BR, Brazil | IO, British Indian Ocean Territory | BN, Brunei Darussalam | BG, Bulgaria | BF, Burkina Faso | BI, Burundi | KH, Cambodia | CM, Cameroon | CA, Canada | CV, Cape Verde | KY, Cayman Islands | CF, Central African Republic | TD, Chad | CL, Chile | CN, China | CX, Christmas Island | CC, Cocos (Keeling) Islands | CO, Colombia | KM, Comoros | CG, Congo | CD, Congo The Democratic Republic Of The | CK, Cook Islands | CR, Costa Rica | CI, Cote D'Ivoire | HR, Croatia | CU, Cuba | CY, Cyprus | CZ, Czech Republic | DK, Denmark | DJ, Djibouti | DM, Dominica | DO, Dominican Republic | TP, East Timor | EC, Ecuador | EG, Egypt | SV, El Salvador | GQ, Equatorial Guinea | ER, Eritrea | EE, Estonia | ET, Ethiopia | FK, Falkland Islands (Malvinas) | FO, Faroe Islands | FJ, Fiji | FI, Finland | FR, France | GF, French Guiana | PF, French Polynesia | TF, French Southern Territories | GA, Gabon | GM, Gambia | GE, Georgia | DE, Germany | GH, Ghana | GI, Gibraltar | GR, Greece | GL, Greenland | GD, Grenada | GP, Guadeloupe | GU, Guam | GT, Guatemala | GN, Guinea | GW, Guinea-Bissau | GY, Guyana | HT, Haiti | HM, Heard Island And Mcdonald Islands | VA, Holy See (Vatican City State) | HN, Honduras | HK, Hong Kong | HU, Hungary | IS, Iceland | IN, India | ID, Indonesia | IR, Iran, Islamic Republic Of | IQ, Iraq | IE, Ireland | IL, Israel | IT, Italy | JM, Jamaica | JP, Japan | JO, Jordan | KZ, Kazakhstan | KI, Kiribati | KP, Korea, Democratic People's Republic Of | KR, Korea, Republic Of | KV, Kosovo | KW, Kuwait | KG, Kyrgyzstan | LA, Lao People's Democratic Republic | LV, Latvia | LB, Lebanon | LS, Lesotho | LR, Liberia | LY, Libyan Arab Jamahiriya | LI, Liechtenstein | LT, Lithuania | LU, Luxembourg | MO, Macau | MK, Macedonia, The Former Yugoslav Republic Of | MG, Madagascar | MW, Malawi | MY, Malaysia | MV, Maldives | ML, Mali | MT, Malta | MH, Marshall Islands | MQ, Martinique | MR, Mauritania | MU, Mauritius | YT, Mayotte | MX, Mexico | FM, Micronesia, Federated States Of | MD, Moldova, Republic Of | MC, Monaco | MN, Mongolia | MS, Montserrat | ME, Montenegro | MA, Morocco | MZ, Mozambique | MM, Myanmar | NA, Namibia | NR, Nauru | NP, Nepal | NL, Netherlands | AN, Netherlands Antilles | NC, New Caledonia | NZ, New Zealand | NI, Nicaragua | NE, Niger | NG, Nigeria | NU, Niue | NF, Norfolk Island | MP, Northern Mariana Islands | NO, Norway | OM, Oman | PK, Pakistan | PW, Palau | PS, Palestinian Territory, Occupied | PA, Panama | PG, Papua New Guinea | PY, Paraguay | PE, Peru | PH, Philippines | PN, Pitcairn | PL, Poland | PT, Portugal | PR, Puerto Rico | QA, Qatar | RE, Reunion | RO, Romania | RU, Russian Federation | RW, Rwanda | SH, Saint Helena | KN, Saint Kitts And Nevis | LC, Saint Lucia | PM, Saint Pierre And Miquelon | VC, Saint Vincent And The Grenadines | WS, Samoa | SM, San Marino | ST, Sao Tome And Principe | SA, Saudi Arabia | SN, Senegal | RS, Serbia | SC, Seychelles | SL, Sierra Leone | SG, Singapore | SK, Slovakia | SI, Slovenia | SB, Solomon Islands | SO, Somalia | ZA, South Africa | GS, South Georgia And The South Sandwich Islands | ES, Spain | LK, Sri Lanka | SD, Sudan | SR, Suriname | SJ, Svalbard And Jan Mayen | SZ, Swaziland | SE, Sweden | CH, Switzerland | SY, Syrian Arab Republic | TW, Taiwan, Province Of China | TJ, Tajikistan | TZ, Tanzania, United Republic Of | TH, Thailand | TG, Togo | TK, Tokelau | TO, Tonga | TT, Trinidad And Tobago | TN, Tunisia | TR, Turkey | TM, Turkmenistan | TC, Turks And Caicos Islands | TV, Tuvalu | UG, Uganda | UA, Ukraine | AE, United Arab Emirates | GB, United Kingdom | US, United States | UM, United States Minor Outlying Islands | UY, Uruguay | UZ, Uzbekistan | VU, Vanuatu | VE, Venezuela | VN, Viet Nam | VG, Virgin Islands, British | VI, Virgin Islands, U.S. | WF, Wallis And Futuna | EH, Western Sahara | YE, Yemen | ZM, Zambia | ZW, Zimbabwe",,autocomplete,,,,,y,,,,," @HIDDEN"
religion,mothers_details,,radio,Religion,"0, No Religion | 1, Christianity | 2, Islam | 3, Hinduism | 4, Traditional African Religion",,,,,,,y,,,,," @HIDDEN"
religion_other,mothers_details,,text,"Please specify religion",,,,,,,"[religion] = 'OTH'",y,,,,," @HIDDEN"
mother_occupation,mothers_details,,radio,Occupation,"0, Unemployed | 1, Student | 2, Housewife | 3, Casual laborer | 4, Farmer | 5, Self-employed | 6, Salaried employment (informal sector) | 7, Salaried employment (formal sector)",,,,,,,y,,,,,
mother_occupation_other,mothers_details,,text,"Specify occupation",,,,,,,"[mother_occupation] = 'OTH'",y,,,,,
payment_method,mothers_details,,radio,Payment,"1, Cash | 2, SHIF | 3, Private Insurance",,,,,,,y,,,,,
payment_other,mothers_details,,text,"Specify payment method",,,,,,,"[payment_method] = 'OTH'",y,,,,,
is_referral,mothers_details,,yesno,Referral,,,,,,,,y,,,,,
referral_type,mothers_details,,radio,"If yes,type?","1, Emergency | 2, Non-emergency",,,,,,"[is_referral] = '1'",y,,,,,
referring_facility_level,mothers_details,,radio,"Referring facility level","1, Level II | 2, Level III | 3, Level IV | 4, Level V",,,,,,"[is_referral] = '1'",y,,,,,
referring_facility_name,mothers_details,,text,"Referring facility name",SIMPLE:list_kenya_health_facilities,,,,,y,"[is_referral] = '1'",y,,,,,
referring_facility_other,mothers_details,,text,"Please specify referring facility name",,,,,,,"[referring_facility_name] = 'OTH'",y,,,,,
referring_clinician_name,mothers_details,,sql,"Name of referring clinician","SELECT d1.record,
      CONCAT(d1.value, ' (',
             (SELECT d2.value
              FROM redcap_data d2
              WHERE d2.record = d1.record
                AND d2.field_name = 'cadre'
                AND d2.project_id = 976)
            ,')' ) AS concatenated_value
FROM redcap_data d1
WHERE d1.project_id = 976
  AND d1.field_name = 'clinician_name'
  AND d1.record IN (
    SELECT record
    FROM redcap_data
    WHERE project_id = 976
      AND field_name = 'clinician_id'
  )
ORDER BY d1.value;",,,,,y,"[is_referral] = '1'",y,,,,," @HIDDEN"
registering_clerk,mothers_details,,sql,"Name of clerk registering","SELECT d1.record,
      CONCAT(d1.value, ' (',
             (SELECT d2.value
              FROM redcap_data d2
              WHERE d2.record = d1.record
                AND d2.field_name = 'cadre'
                AND d2.project_id = 976)
            ,')' ) AS concatenated_value
FROM redcap_data d1
WHERE d1.project_id = 976
  AND d1.field_name = 'clinician_name'
  AND d1.record IN (
    SELECT record
    FROM redcap_data
    WHERE project_id = 976
      AND field_name = 'clinician_id'
  )
ORDER BY d1.value;",,,,,y,,y,,,,,
date_clerking,mothers_details,,text,"Clerking date",,,date_dmy,[admission_date],,,,y,,,,," @HIDEBUTTON @NOTFUTURE"
time_clerking,mothers_details,,text,"Clerking time",,,time,,,,,y,,,,," @HIDEBUTTON"
clerking_time_unit,mothers_details,,radio,AM/PM,"1, AM | 2, PM",,,,,,"[date_clerking] <> 'NI'",y,,,,,
adm_resp_rate,emergency_triage_assessment_at_admission,,text,"Resp Rate(bpm)",,,integer,10,20,,,y,,,,,
adm_bp_systolic,emergency_triage_assessment_at_admission,,text,"Systolic Blood Pressure(mm Hg)",,,integer,70,200,,,y,,,,,
adm_bp_diastolic,emergency_triage_assessment_at_admission,,text,"Diastolic Blood Pressure(mm Hg)",,,integer,40,120,,,y,,,,,
adm_heart_rate,emergency_triage_assessment_at_admission,,text,"Heart Rate(/min)",,,integer,40,160,,,y,,,,,
adm_spo2,emergency_triage_assessment_at_admission,,text,Sp02(%),,,integer,70,100,,,y,,,,,
adm_temp,emergency_triage_assessment_at_admission,,text,Temp(°C),,,number,34,41.5,,,y,,,,,
adm_meows_score,emergency_triage_assessment_at_admission,,text,"MEOWS Score",,,integer,0,20,,,y,,,,," @HIDDEN"
is_airway_not_patent,emergency_triage_assessment_at_admission,"Obstetric Emergency Assessment",radio,"Airway not patent","1, Yes | 0, No",,,,,,,y,,,grp_obstetric_emergency_assessment,,
is_abnormal_resp_rate,emergency_triage_assessment_at_admission,,radio,"Respiratory Rate (RR) >25 or < 12","1, Yes | 0, No",,,,,,,y,,,grp_obstetric_emergency_assessment,,
is_vaginal_bleeding,emergency_triage_assessment_at_admission,,radio,"Vaginal bleeding","1, Yes | 0, No",,,,,,,y,,,grp_obstetric_emergency_assessment,,
is_abnormal_temp,emergency_triage_assessment_at_admission,,radio,"Temperature > 37.4°C","1, Yes | 0, No",,,,,,,y,,,grp_obstetric_emergency_assessment,,
